"preps","institutioncode","collectioncode","catalognumber","Stand.Prep","Stand.Prep.2","Stand.Prep.3","Tissue","Photo","X","freq"
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2648","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","9177","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2293","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","3759","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0446","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1660","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","5677","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2187","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1227","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0642","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0479","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0801","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","5699","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1690","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1615","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1575","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","5702","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1246","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","3786","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0739","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0928","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2642","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2153","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0884","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","8464","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0909","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2638","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1681","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2125","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2098","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1222","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1691","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0987","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","4767","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1414","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1541","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1020","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2189","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0284","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0810","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2185","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0919","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2751","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1612","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1684","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0828","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0678","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2641","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2216","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0686","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1095","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0601","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2235","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2607","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","6747","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1226","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2610","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2107","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","5671","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2097","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0755","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","8462","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1434","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0562","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0210","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0477","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0862","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0833","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","5695","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0864","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1609","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2602","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0544","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1683","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1818","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","6640","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0978","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0541","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0283","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0773","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1257","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1533","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1420","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","7484","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0588","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2609","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2092","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1878","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1939","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2441","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2169","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2238","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1220","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2160","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0715","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1261","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2239","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2296","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1673","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0375","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0777","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","4134","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2431","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2859","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0913","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2161","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2066","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","3719","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0520","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","5712","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1254","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1248","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2183","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1285","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0257","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","3928","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2184","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0758","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0460","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2181","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0357","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0339","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2294","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1958","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","3831","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1491","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","4812","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1232","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0624","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1184","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0889","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1258","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0883","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2123","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0301","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1229","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0578","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1211","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0724","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2167","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0836","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1080","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0737","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2174","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2211","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","3787","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2608","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","3723","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","8473","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1543","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","2200","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","1016","Skeleton","","",NA,NA,NA,1
"Skeleton; complete","royal ontario museum: rom","vertebrate paleontology","0290","Skeleton","","",NA,NA,NA,1
