"dwc.scientificName","freq"
"Etheostoma tetrazonum",60
"Gobiosoma bosc",60
"Heterandria jonesi",60
"Notropis cummingsae",60
"Notropis spectrunculus",60
"Catostomus ardens",59
"Catostomus insignis",59
"Erimystax x-punctatus",59
"Etheostoma kennicotti",59
"Etheostoma variatum",59
"Notropis micropteryx",59
"Richardsonius balteatus",59
"Syngnathus fuscus",59
"Clinocottus acuticeps",58
"Dionda episcopa",58
"Eigenmannia virescens",57
"Eleotris amblyopsis",57
"Hesperoleucus symmetricus",57
"Hypsibarbus malcolmi",57
"Pseudopleuronectes americanus",57
"Sebastes inermis",57
"Syngnathus floridae floridae",57
"Xiphister mucosus",57
"Barbodes gonionotus",56
"Botia modesta",56
"Catostomus plebeius",56
"Fundulus notti",56
"Hyphessobrycon sp.",56
"Kryptopterus geminus",56
"Nocomis bellicus",56
"Ophisternon aenigmaticum",56
"Psellogrammus kennedyi",56
"Clinocottus analis",55
"Cosmochilus harmandi",55
"Pangasius conchophilus",55
"Rhamdia quelen",55
"Acantopsis sp.",54
"Acrocheilus alutaceus",54
"Brevoortia tyrannus",54
"Gila bicolor mohavensis",54
"Lateolabrax japonicus",54
"Micrometrus minimus",54
"Misgurnus anguillicaudatus",54
"Myoxocephalus groenlandicus",54
"Poecilia vivipara",54
"Rasbora myersi",54
"Tribolodon hakonensis",54
"Etheostoma barratti",53
"Gambusia affinis holbrooki",53
"Harengula pensacolae",53
"Lucania goodei",53
"Notropis illecebrosus",53
"Notropis longirostris",53
"Noturus stigmosus",53
"Ompok bimaculatus",53
"Oncorhynchus nerka",53
"Prionotus scitulus",53
"Ammocrypta vivax",52
"Cichlasoma maculicauda",52
"Cottus confusus",52
"Crenicichla lepidota",52
"Fundulus parvipinnis",52
"Mystus singaringan",52
"Notropis sp.",52
"Poeciliopsis prolifica",52
"Trachurus argenteus",52
"Abudefduf saxatilis",51
"Alloophorus robustus",51
"Characidium sp.",51
"Cottus ricei",51
"Crossocheilus reticulatus",51
"Gobionellus boleosoma",51
"Leiognathus sp.",51
"Lepomis macrochirus subsp. speciosus",51
