"Collector","Count"
"joe",16
"kennedy",16
"kirn",16
"lau",16
"livia",16
"mandel",16
"mathiasson",16
"moseley",16
"natalia",16
"nielsen",16
"o'leary",16
"orley",16
"paulay",16
"pease",16
"pinney",16
"quillin",16
"ridgway",16
"royal",16
"russo",16
"sanford",16
"sirch",16
"starrett",16
"suttkus",16
"sven",16
"thorpe",16
"turner",16
"weisrock",16
"woelkerling",16
"alto",15
"arakinaru",15
"archbold",15
"ardell",15
"arkhipov",15
"bartlett",15
"bartmess",15
"bernard",15
"betsy",15
"bill",15
"buettner",15
"burt",15
"canaris",15
"cleckley",15
"cobb",15
"cowan",15
"craig",15
"crump",15
"edouard",15
"ferdinand",15
"georg",15
"gladys",15
"glenn",15
"healy",15
"heimerdinger",15
"henshaw",15
"hines",15
"janisik",15
"janusch",15
"katelyn",15
"kim",15
"leopoldo",15
"levy",15
"markelon",15
"mayer",15
"merriam",15
"nawan",15
"nichols",15
"noah",15
"rachford",15
"randall",15
"sharp",15
"stevenson",15
"tim",15
"ting",15
"virginia",15
"yuk",15
"bobb",14
"bronson",14
"butler",14
"calvi",14
"carter",14
"collins",14
"comm",14
"dave",14
"eaton",14
"etnier",14
"eugenia",14
"garry",14
"henderson",14
"hippel",14
"hotchkiss",14
"huang",14
"juan",14
"lebaron",14
"masson",14
"moorer",14
"patten",14
"preble",14
"prime",14
"rendeiro",14
"sadeghi",14
"sechrist",14
"shollenberg",14
"stmr",14
"terron",14
"theodore",14
"wini",14
"appleton",13
"ashworth",13
"barry",13
"bedouin",13
"blakely",13
"borcherdt",13
"buchanan",13
"camacho",13
"carol",13
"chin",13
"crockett",13
"danielle",13
"darby",13
"dept",13
"diffendall",13
"ernie",13
"farge",13
"faunas",13
"fedotova",13
"fernando",13
"gale",13
"glidewell",13
"greene",13
"hastings",13
"hayden",13
"herran",13
"holmes",13
"klugow",13
"lake",13
"lourdes",13
"maes",13
"mcfarlane",13
"mei",13
"morden",13
"pearcy",13
"pilquist",13
"prum",13
"pukare",13
"ramberg",13
"regional",13
"riet",13
"rojas",13
"rolfe",13
"sadlier",13
"schwamb",13
"sinclair",13
"vander",13
"verreaux",13
"watt",13
"wayne",13
"wendt",13
"werner",13
"wilcox",13
"aguirre",12
"alix",12
"amos",12
"antwonet",12
"batten",12
"becky",12
"brahim",12
"brendan",12
"collette",12
"constance",12
"dill",12
"dille",12
"du",12
"everett",12
"feo",12
"findley",12
"frazer",12
"gabe",12
"gilliard",12
"goncalves",12
"griffee",12
"guay",12
"hanks",12
"kehde",12
"kelly",12
"killebrew",12
"kohlsdorf",12
"kong",12
"leroy",12
"luscher",12
"lutman",12
"lyons",12
"mather",12
"mayr",12
"megan",12
"mumford",12
"nevel",12
"o'donel",12
"orange",12
"page",12
"parks",12
"parson",12
"plowes",12
"rachel",12
"rinaldo",12
"rival",12
"river",12
"rodrigues",12
"schreiner",12
"tiago",12
"tiana",12
"tydeman",12
"us",12
"voous",12
"watrous",12
"wendi",12
"zigler",12
"abraham",11
"agricultural",11
"ardwin",11
"bissell",11
"boc",11
"bostwick",11
"bushnell",11
"canterbury",11
"carolyn",11
"carroll",11
"dorcas",11
"eifrig",11
"environmental",11
"evgeniy",11
"farlow",11
"finley",11
"flores",11
"galanza",11
"gallo",11
"gloria",11
"haugh",11
"heins",11
"henri",11
"hickman",11
"hughes",11
"janis",11
"jennings",11
"jim",11
"joint",11
"lassiter",11
"lawson",11
"leo",11
"liberty",11
"little",11
"liversidge",11
"malawi",11
"malcolm",11
"manolis",11
"mceachran",11
"mcminn",11
"nichy",11
"osborne",11
"papadimitrakis",11
"pope",11
"rehabilitation",11
"spangenberg",11
"spear",11
"speel",11
"stark",11
"station",11
"takanobu",11
"tsuihiji",11
"vessel",11
"walguarnery",11
"waterstradt",11
"wiggins",11
"abdulali",10
"abdullah",10
"amatrudo",10
"arnow",10
"atkins",10
"beber",10
"bodfish",10
"bohlke",10
"breslin",10
"briggs",10
"burnett",10
"chase",10
"cisson",10
"clarkin",10
"conway",10
"coolidge",10
"cynthia",10
"derveld",10
"dixon",10
"doris",10
"dow",10
"dwinell",10
"emily",10
"experiment",10
"fanny",10
"ford",10
"forsberg",10
"frances",10
"gm98",10
"goodman",10
"gus",10
"hagler",10
"harris",10
"hayward",10
"iwan",10
"jesse",10
"kathleen",10
"kevin",10
"kissling",10
"lana",10
"langelier",10
"li",10
"loosanoff",10
"ludlow",10
"malallah",10
"marie",10
"mass",10
"mcbean",10
"mcgann",10
"mcilhenny",10
"min",10
"murashev",10
"nava",10
"pinou",10
"robinson",10
"shitikov",10
"simon",10
"skinner",10
"stanford",10
"stolgitis",10
"sumner",10
"tennant",10
"theodora",10
"tobin",10
"vicki",10
