"preps","institutioncode","collectioncode","catalognumber","Stand.Prep","Stand.Prep.2","Stand.Prep.3","Tissue","Photo","X","freq"
"whole organism (ethanol)","ucm","fish specimens","7611","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7205","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","467","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6599","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6710","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6800","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6289","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","961","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6506","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7107","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6164","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6812","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","36","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6722","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6799","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6883","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7183","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6268","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6273","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6115","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7476","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6869","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6247","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7018","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6421","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","2148","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7341","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","7201","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6240","EtOH","","",NA,NA,NA,99
"whole organism (ethanol)","ucm","fish specimens","6347","EtOH","","",NA,NA,NA,99
