"Collector","Count"
"kling",13
"laessle",13
"lisa",13
"lowery",13
"marchetto",13
"mead",13
"montrello",13
"myer",13
"ottenwalder",13
"pickles",13
"renna",13
"rork",13
"rose",13
"ryder",13
"scwrps",13
"simonson",13
"swerty",13
"tagawa",13
"tanner",13
"tessman",13
"tjon",13
"vanmeter",13
"vides",13
"waldinger",13
"woodburn",13
"zalozynski",13
"zedeker",13
"azzinaro",12
"bidlingmeyer",12
"bryd",12
"chezik",12
"crain",12
"crandall",12
"datesman",12
"devries",12
"donahue",12
"durrance",12
"francisco",12
"françois",12
"fricano",12
"gh",12
"halford",12
"hall",12
"heagey",12
"hendrix",12
"herrnkind",12
"holley",12
"hopper",12
"horel",12
"kozuch",12
"leccia",12
"mago",12
"mccory",12
"mcilrain",12
"meylan",12
"nielard",12
"northwest",12
"pallis",12
"pedro",12
"pinna",12
"piwonko",12
"reilly",12
"rhinesmith",12
"rhode",12
"rohr",12
"rula",12
"sara",12
"schumatz",12
"silva",12
"sons",12
"tetler",12
"tongue",12
"tortonese",12
"uele",12
"zacks",12
"alvaro",11
"applegate",11
"arraya",11
"baugh",11
"bengry",11
"bergquist",11
"beyer",11
"billie",11
"bio",11
"buck",11
"carlson",11
"cliff",11
"courtney",11
"dibinedetto",11
"fishing",11
"fleischman",11
"gallagher",11
"gregoire",11
"gus",11
"harvard",11
"house",11
"huff",11
"kern",11
"kindred",11
"lehner",11
"longnecker",11
"macfarlane",11
"marra",11
"mayclin",11
"minor",11
"munro",11
"nargis",11
"ned",11
"neely",11
"olesen",11
"olindo",11
"palmetto",11
"pardew",11
"penn",11
"randazzo",11
"shanholtzer",11
"shook",11
"taheri",11
"teri",11
"tommy",11
"tropical",11
"vert",11
"wetherington",11
"albrecht",10
"badische",10
"belkin",10
"belks",10
"bernard",10
"bielling",10
"biffar",10
"birdsall",10
"borgia",10
"boy",10
"brandon",10
"brunswick",10
"bussing",10
"cervigon",10
"chavez",10
"christian",10
"christine",10
"coelho",10
"conde",10
"conovco",10
"courtis",10
"cowdery",10
"crummett",10
"dalber",10
"deloach",10
"eulogio",10
"fabian",10
"fernando",10
"fla",10
"goodrick",10
"group",10
"halpin",10
"helpers",10
"hixon",10
"hutchison",10
"jean",10
"jill",10
"joie",10
"kandu",10
"kodakos",10
"koster",10
"layne",10
"lazor",10
"lindquist",10
"market",10
"massey",10
"mcleod",10
"millsaps",10
"miltner",10
"morillo",10
"mounir",10
"mullinix",10
"o'connell",10
"oleyo",10
"overstreet",10
"rollins",10
"rui",10
"sander",10
"schovy",10
"sean",10
"stauffer",10
"tan",10
"trawlers",10
"tricaro",10
"triton",10
"tv",10
"vivre",10
"winn",10
"y",10
"zeiller",10
"amdor",9
"amy",9
"arinze",9
"atkinson",9
"avent",9
"aymard",9
"baguero",9
"biedler",9
"birzensky",9
"burns",9
"butchart",9
"cape",9
"carden",9
"cardozo",9
"caribbean",9
"chadwick",9
"cheatham",9
"chistensen",9
"chow",9
"city",9
"cm",9
"copland",9
"cris",9
"cunha",9
"danny",9
"dee",9
"doles",9
"engel",9
"exp",9
"fsu",9
"fuchs",9
"garzon",9
"gerald",9
"gilliken",9
"goreau",9
"harshaw",9
"heredia",9
"hw",9
"kaill",9
"kaiser",9
"kittridge",9
"kl",9
"knowles",9
"kuhajda",9
"lima",9
"line",9
"looney",9
"mac",9
"mafla",9
"mcrae",9
"mendelsohn",9
"miami",9
"morton",9
"moyle",9
"muir",9
"nat",9
"oley",9
"orion",9
"pacheco",9
"peden",9
"popenoe",9
"rcafdp",9
"ron",9
"sanderson",9
"schmahl",9
"sizemore",9
"sleszynski",9
"srevenion",9
"swann",9
"swingle",9
"sylvan",9
"thalassa",9
"uche",9
"vernon",9
"vogele",9
