"Collector","Count"
"lab",1
"labonte",1
"laboratory",1
"lacm",1
"laidlaw",1
"lakes",1
"lamont",1
"lamsa",1
"langevin",1
"langford",1
"laray",1
"lawie",1
"lebel",1
"lechasseur",1
"leduc",1
"leeuw",1
"lefebure",1
"leggio",1
"lennox",1
"leonard",1
"leroux",1
"levin",1
"lewn",1
"lilge",1
"lindsay",1
"lipinski",1
"lm",1
"lobay",1
"locasciulli",1
"lochamy",1
"lockard",1
"loewen",1
"lomas",1
"long",1
"longheed",1
"longmuir",1
"lorne",1
"lsu",1
"lueschow",1
"lugobtzoba",1
"lumsden",1
"luxton",1
"lyle",1
"lynne",1
"m.b",1
"m.j",1
"m.ratcliffe",1
"maccaulay",1
"maccauley",1
"machapunga",1
"machovec",1
"machum",1
"macinnes",1
"mackinnow",1
"maclachlan",1
"maclean",1
"macomber",1
"maddough",1
"maes",1
"makowecki",1
"malinsky",1
"mammo",1
"mangan",1
"manning",1
"manoleli",1
"margo",1
"margret",1
"marilyn",1
"marine",1
"marisova",1
"marquis",1
"marshall",1
"martyniuk",1
"mary",1
"maslydova",1
"mason",1
"matheson",1
"matsuo",1
"mattson",1
"mayden",1
"mayes",1
"mazeppa",1
"mcblain",1
"mcclain",1
"mccowan",1
"mcewen",1
"mcgee",1
"mcgregor",1
"mcguinness",1
"mckenna",1
"mclachlan",1
"mcmahen",1
"mcmillian",1
"mcnicholl",1
"mcphail",1
"mctague",1
"meakes",1
"meeker",1
"melanie",1
"mellon",1
"melton",1
"melvin",1
"merrils",1
"mexherin",1
"mexico",1
"meyer",1
"meyers",1
"mezeppa",1
"mezherin",1
"mihok",1
"mikolas",1
"miner",1
"mocson",1
"morton",1
"moses",1
"moss",1
"mr",1
"mtuf",1
"muller",1
"mundell",1
"munida",1
"munro",1
"muskulin",1
"mussell",1
"mychajlak",1
"nanninga",1
"nature",1
"neil",1
"nesbitt",1
"ness",1
"neuman",1
"newcombe",1
"newdigate",1
"nichols",1
"nick",1
"nietfeld",1
"nimmo",1
"noel",1
"nolin",1
"norman",1
"normard",1
"north",1
"norvill",1
"nugent",1
"nuis",1
"nyholm",1
"o'brien",1
"oak",1
"ocean",1
"ogilvie",1
"ogle",1
"oil",1
"onyschuk",1
"oregon",1
"orest",1
"orstom",1
"otel",1
"oviatt",1
"oxotoby",1
"p.a",1
"p.e",1
"p.j.g",1
"p.m",1
"p.s",1
"padgett",1
"palma",1
"paschenko",1
"patrick",1
"patsy",1
"paul",1
"paxton",1
"peacock",1
"peche",1
"peeyameenee",1
"perrigo",1
"persons",1
"pete",1
"peterka",1
"petty",1
"pfehl",1
"pflieger",1
"phil",1
"phisiology",1
"piccozzi",1
"pickford",1
"pierre",1
"pimlott",1
"plante",1
"pnater",1
"podemski",1
"poll",1
"pond",1
"pool",1
"prach",1
"preigert",1
"preston",1
"primrose",1
"provincal",1
"prylowski",1
"psych",1
"pucat",1
"purdy",1
"pybus",1
"pyling",1
"quadreleig",1
"quenelle",1
"quinn",1
"quinney",1
"r.c.m.p",1
"rainbow",1
"rakes",1
"ralf",1
"ramsay",1
"randy",1
"rashna",1
"rasmee",1
"ratcliffe",1
"rausch",1
"rawle",1
"ray",1
"raymond",1
"rays",1
"reaka",1
"recreation",1
"reeder",1
"reeher",1
"reid",1
"reidinger",1
"reimer",1
"rekken",1
"remedios",1
"rhude",1
"ric",1
"rich",1
"richard",1
"riffel",1
"riley",1
"rimmer",1
"ristir",1
"river",1
"rivett",1
"robbins",1
"robilliard",1
"rodney",1
"rohr",1
"romanyk",1
"romz",1
"roney",1
"rosenberg",1
"rosenfeld",1
"rosmanyshyn",1
"roth",1
"routledge",1
"rowling",1
"roy",1
"rozeron",1
"rusik",1
"ryon",1
"sadowsky",1
"saetre",1
"sam",1
"sander",1
"sandul",1
"savory",1
"saxena",1
"schaafsma",1
"schaber",1
"schantz",1
"scheer",1
"schilck",1
"schlick",1
"schneider",1
"schofelle",1
"schooeder",1
"schram",1
"seimens",1
"sekhar",1
"selamio",1
"senz",1
"seogan",1
"sevice",1
"seward",1
"shandro",1
"shandruk",1
"shapka",1
"shchur",1
"shepard",1
"sherman",1
"sherry",1
"shieck",1
"shkuratoff",1
"shorter",1
"shropshire",1
"sikora",1
"silver",1
"sims",1
"sivius",1
"skjonsberg",1
"slemko",1
"slyke",1
"smart",1
"soluk",1
"soo",1
"sopuck",1
"spankie",1
"sperv",1
"speyer",1
"spicer",1
"staines",1
"stamm",1
"stanley",1
"steeves",1
"stella",1
"stenodus",1
"stenton",1
"stephens",1
"stephenson",1
"sternberg",1
"stiles",1
"still",1
"stiren",1
"stoica",1
"storey",1
"storyland",1
"stoyke",1
"strachan",1
"stribney",1
"stutter",1
"sul",1
"sulo",1
"sumanik",1
"sutton",1
"svistun",1
"swarng",1
"switzer",1
"tanner",1
"taverner",1
"tayone",1
"tchaikovsky",1
"telsky",1
"thickfoot",1
"thierry",1
"thomson",1
"thor",1
"thorsten",1
"thurston",1
"tkaczyk",1
"tokyo",1
"tomm",1
"toni",1
"tooze",1
"toth",1
"tottenham",1
"treacy",1
"tremblay",1
"trepanier",1
"tri",1
"trimble",1
"trip",1
"tropicals",1
"truscutt",1
"tscherdak",1
"turbott",1
"tyberghein",1
"tyberson",1
"u",1
"u.s",1
"uganecz",1
"urban",1
"urguhart",1
"v.j",1
"valastin",1
"verhaugh",1
"vincent",1
"virginia",1
"vitali",1
"vivian",1
"vogeler",1
"voss",1
"vrooman",1
"w.b",1
"w.h",1
"wadley",1
"wagg",1
"walchuk",1
"walls",1
"walter",1
"walty",1
"wang",1
"warnock",1
"warrel",1
"watt",1
"watters",1
"weber",1
"weedert",1
"wei",1
"weigl",1
"weiss",1
"weselowski",1
"westerskon",1
"westersund",1
"westly",1
"whidden",1
"whishart",1
"whitlow",1
"whitting",1
"wields",1
"wielos",1
"wikman",1
"wiley",1
"willaims",1
"willcook",1
"wintersteen",1
"wooders",1
"woods",1
"woodworth",1
"wout",1
"wrigley",1
"wulsin",1
"yarmoloy",1
"yeast",1
"yesak",1
"york",1
"young",1
"youngman",1
"z",1
"zahynacz",1
"zalesskaja",1
"zimmerling",1
"zoldy",1
"zubik",1
